QuestionID,QuestionKey,Language,Category,CategoryCode,AffectsScore,CategoryScore,CategoryWeight,QuestionScore,QuestionCategoryWeight,CategoryLanguage,QuestionLanguage,NationalYNValue,NationalYN,Comments,FileName,Country,AdminLevel,AdminLevelName,FileLanguage,Table,RowNo,Question
50,infoman_data_management_tools,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,"5.03 - Adequate equipment and tools (computer, software, Internet connection) for meningitis data management are available at national and subnational levels",1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,75,"5.03 - Adequate equipment and tools (computer, software, Internet connection) for meningitis data management are available at national and subnational levels"
50,infoman_data_management_tools,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,"5.03 - Adequate equipment and tools (computer, software, Internet connection) for meningitis data management are available at national and subnational levels",0,no,,ODK Server,NIGER,National,NIGER,English,data,75,"5.03 - Adequate equipment and tools (computer, software, Internet connection) for meningitis data management are available at national and subnational levels"
51,infoman_data_shared_timely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness),1,yes,,ODK Server,Kenya,National,Kenya,English,data,77,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness)
51,infoman_data_shared_timely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness),1,yes,,ODK Server,NIGER,National,NIGER,English,data,77,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness)
51,infoman_data_shared_timely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness),1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,77,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness)
51,infoman_data_shared_timely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness),1,yes,,ODK Server,MALI,National,MALI,English,data,77,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness)
51,infoman_data_shared_timely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness),1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,77,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness)
51,infoman_data_shared_timely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness),1,yes,,ODK Server,NIGER,National,NIGER,English,data,77,5.04 - Meningitis epidemiological and lab data are shared timely with IST WA (at least 80% timeliness)
52,infoman_data_shared_completely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness),0.5,in-process,,ODK Server,Kenya,National,Kenya,English,data,79,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness)
52,infoman_data_shared_completely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness),1,yes,,ODK Server,NIGER,National,NIGER,English,data,79,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness)
52,infoman_data_shared_completely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness),1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,79,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness)
52,infoman_data_shared_completely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness),1,yes,,ODK Server,MALI,National,MALI,English,data,79,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness)
52,infoman_data_shared_completely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness),1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,79,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness)
52,infoman_data_shared_completely,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness),1,yes,,ODK Server,NIGER,National,NIGER,English,data,79,5.05 - Meningitis epidemiological and lab data are shared completely with IST WA (at least 80% completeness)
53,infoman_data_quality_audit,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.06 - The country conduct regularly meningitis data quality audit.,0,no,,ODK Server,Kenya,National,Kenya,English,data,81,5.06 - The country conduct regularly meningitis data quality audit.
53,infoman_data_quality_audit,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.06 - The country conduct regularly meningitis data quality audit.,1,yes,,ODK Server,NIGER,National,NIGER,English,data,81,5.06 - The country conduct regularly meningitis data quality audit.
53,infoman_data_quality_audit,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.06 - The country conduct regularly meningitis data quality audit.,0,no,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,81,5.06 - The country conduct regularly meningitis data quality audit.
53,infoman_data_quality_audit,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.06 - The country conduct regularly meningitis data quality audit.,1,yes,,ODK Server,MALI,National,MALI,English,data,81,5.06 - The country conduct regularly meningitis data quality audit.
53,infoman_data_quality_audit,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.06 - The country conduct regularly meningitis data quality audit.,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,81,5.06 - The country conduct regularly meningitis data quality audit.
53,infoman_data_quality_audit,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.06 - The country conduct regularly meningitis data quality audit.,1,yes,,ODK Server,NIGER,National,NIGER,English,data,81,5.06 - The country conduct regularly meningitis data quality audit.
54,infoman_data_trianguation,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination),1,yes,,ODK Server,Kenya,National,Kenya,English,data,83,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination)
54,infoman_data_trianguation,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination),1,yes,,ODK Server,NIGER,National,NIGER,English,data,83,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination)
54,infoman_data_trianguation,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination),1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,83,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination)
54,infoman_data_trianguation,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination),1,yes,,ODK Server,MALI,National,MALI,English,data,83,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination)
54,infoman_data_trianguation,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination),0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,83,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination)
54,infoman_data_trianguation,English,05. Data management,05 - DATA,1,10,0.100000,1.428571,0.142857,05. Data management,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination),0,no,,ODK Server,NIGER,National,NIGER,English,data,83,5.07 - The country has capacity and platform for meningitis data triangulation (epid/lab/vaccination)
55,infoman_comment,English,Comment,05 - DATA,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,Kenya,National,Kenya,English,data,85,Comment
55,infoman_comment,English,Comment,05 - DATA,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,NIGER,National,NIGER,English,data,85,Comment
55,infoman_comment,English,Comment,05 - DATA,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,85,Comment
55,infoman_comment,English,Comment,05 - DATA,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,MALI,National,MALI,English,data,85,Comment
55,infoman_comment,English,Comment,05 - DATA,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,85,Comment
55,infoman_comment,English,Comment,05 - DATA,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,NIGER,National,NIGER,English,data,85,Comment
58,vacc_introduced_menafrivac,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule,0,no,,ODK Server,Kenya,National,Kenya,English,data,86,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule
58,vacc_introduced_menafrivac,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule,1,yes,,ODK Server,NIGER,National,NIGER,English,data,86,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule
58,vacc_introduced_menafrivac,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,86,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule
58,vacc_introduced_menafrivac,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule,0,no,,ODK Server,MALI,National,MALI,English,data,86,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule
58,vacc_introduced_menafrivac,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,86,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule
58,vacc_introduced_menafrivac,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule,0.5,in-process,,ODK Server,NIGER,National,NIGER,English,data,86,6.01 - Meningitis A conjugate vaccine (MenAfriVac) was introduced in the national routine immunization schedule
59,vacc_menafrivac_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.02 - The routine immunization coverage for MenAfriVac is within the target,0,no,,ODK Server,Kenya,National,Kenya,English,data,88,6.02 - The routine immunization coverage for MenAfriVac is within the target
59,vacc_menafrivac_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.02 - The routine immunization coverage for MenAfriVac is within the target,1,yes,,ODK Server,NIGER,National,NIGER,English,data,88,6.02 - The routine immunization coverage for MenAfriVac is within the target
59,vacc_menafrivac_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.02 - The routine immunization coverage for MenAfriVac is within the target,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,88,6.02 - The routine immunization coverage for MenAfriVac is within the target
59,vacc_menafrivac_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.02 - The routine immunization coverage for MenAfriVac is within the target,0,no,,ODK Server,MALI,National,MALI,English,data,88,6.02 - The routine immunization coverage for MenAfriVac is within the target
59,vacc_menafrivac_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.02 - The routine immunization coverage for MenAfriVac is within the target,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,88,6.02 - The routine immunization coverage for MenAfriVac is within the target
59,vacc_menafrivac_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.02 - The routine immunization coverage for MenAfriVac is within the target,1,yes,,ODK Server,NIGER,National,NIGER,English,data,88,6.02 - The routine immunization coverage for MenAfriVac is within the target
60,vacc_introduced_hib,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.03 - Hib vaccine was introduced in the national routine immunization schedule,1,yes,,ODK Server,Kenya,National,Kenya,English,data,90,6.03 - Hib vaccine was introduced in the national routine immunization schedule
60,vacc_introduced_hib,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.03 - Hib vaccine was introduced in the national routine immunization schedule,1,yes,,ODK Server,NIGER,National,NIGER,English,data,90,6.03 - Hib vaccine was introduced in the national routine immunization schedule
60,vacc_introduced_hib,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.03 - Hib vaccine was introduced in the national routine immunization schedule,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,90,6.03 - Hib vaccine was introduced in the national routine immunization schedule
60,vacc_introduced_hib,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.03 - Hib vaccine was introduced in the national routine immunization schedule,1,yes,,ODK Server,MALI,National,MALI,English,data,90,6.03 - Hib vaccine was introduced in the national routine immunization schedule
60,vacc_introduced_hib,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.03 - Hib vaccine was introduced in the national routine immunization schedule,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,90,6.03 - Hib vaccine was introduced in the national routine immunization schedule
60,vacc_introduced_hib,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.03 - Hib vaccine was introduced in the national routine immunization schedule,1,yes,,ODK Server,NIGER,National,NIGER,English,data,90,6.03 - Hib vaccine was introduced in the national routine immunization schedule
61,vacc_hib_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.04 - The routine immunization coverage for Hib vaccine is within the target,1,yes,,ODK Server,Kenya,National,Kenya,English,data,92,6.04 - The routine immunization coverage for Hib vaccine is within the target
61,vacc_hib_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.04 - The routine immunization coverage for Hib vaccine is within the target,1,yes,,ODK Server,NIGER,National,NIGER,English,data,92,6.04 - The routine immunization coverage for Hib vaccine is within the target
61,vacc_hib_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.04 - The routine immunization coverage for Hib vaccine is within the target,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,92,6.04 - The routine immunization coverage for Hib vaccine is within the target
61,vacc_hib_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.04 - The routine immunization coverage for Hib vaccine is within the target,0,no,,ODK Server,MALI,National,MALI,English,data,92,6.04 - The routine immunization coverage for Hib vaccine is within the target
61,vacc_hib_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.04 - The routine immunization coverage for Hib vaccine is within the target,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,92,6.04 - The routine immunization coverage for Hib vaccine is within the target
61,vacc_hib_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.04 - The routine immunization coverage for Hib vaccine is within the target,1,yes,,ODK Server,NIGER,National,NIGER,English,data,92,6.04 - The routine immunization coverage for Hib vaccine is within the target
62,vacc_introduced_pcv,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.05 -   PCV was introduced in the national routine immunization schedule,1,yes,,ODK Server,Kenya,National,Kenya,English,data,94,6.05 -   PCV was introduced in the national routine immunization schedule
62,vacc_introduced_pcv,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.05 -   PCV was introduced in the national routine immunization schedule,1,yes,,ODK Server,NIGER,National,NIGER,English,data,94,6.05 -   PCV was introduced in the national routine immunization schedule
62,vacc_introduced_pcv,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.05 -   PCV was introduced in the national routine immunization schedule,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,94,6.05 -   PCV was introduced in the national routine immunization schedule
62,vacc_introduced_pcv,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.05 -   PCV was introduced in the national routine immunization schedule,1,yes,,ODK Server,MALI,National,MALI,English,data,94,6.05 -   PCV was introduced in the national routine immunization schedule
62,vacc_introduced_pcv,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.05 -   PCV was introduced in the national routine immunization schedule,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,94,6.05 -   PCV was introduced in the national routine immunization schedule
62,vacc_introduced_pcv,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.05 -   PCV was introduced in the national routine immunization schedule,1,yes,,ODK Server,NIGER,National,NIGER,English,data,94,6.05 -   PCV was introduced in the national routine immunization schedule
63,vacc_pcv_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.06 - The routine immunization coverage for PCV is within the target,1,yes,,ODK Server,Kenya,National,Kenya,English,data,96,6.06 - The routine immunization coverage for PCV is within the target
63,vacc_pcv_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.06 - The routine immunization coverage for PCV is within the target,1,yes,,ODK Server,NIGER,National,NIGER,English,data,96,6.06 - The routine immunization coverage for PCV is within the target
63,vacc_pcv_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.06 - The routine immunization coverage for PCV is within the target,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,96,6.06 - The routine immunization coverage for PCV is within the target
63,vacc_pcv_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.06 - The routine immunization coverage for PCV is within the target,0,no,,ODK Server,MALI,National,MALI,English,data,96,6.06 - The routine immunization coverage for PCV is within the target
63,vacc_pcv_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.06 - The routine immunization coverage for PCV is within the target,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,96,6.06 - The routine immunization coverage for PCV is within the target
63,vacc_pcv_coverage,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.06 - The routine immunization coverage for PCV is within the target,1,yes,,ODK Server,NIGER,National,NIGER,English,data,96,6.06 - The routine immunization coverage for PCV is within the target
64,vacc_stock_available_reactive,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.07 - The routine immunization coverage for PCV is within the target,0,no,,ODK Server,Kenya,National,Kenya,English,data,98,6.07 - The routine immunization coverage for PCV is within the target
64,vacc_stock_available_reactive,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.07 - The routine immunization coverage for PCV is within the target,0,no,,ODK Server,NIGER,National,NIGER,English,data,98,6.07 - The routine immunization coverage for PCV is within the target
64,vacc_stock_available_reactive,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.07 - The routine immunization coverage for PCV is within the target,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,98,6.07 - The routine immunization coverage for PCV is within the target
64,vacc_stock_available_reactive,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.07 - The routine immunization coverage for PCV is within the target,0,no,,ODK Server,MALI,National,MALI,English,data,98,6.07 - The routine immunization coverage for PCV is within the target
64,vacc_stock_available_reactive,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.07 - The routine immunization coverage for PCV is within the target,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,98,6.07 - The routine immunization coverage for PCV is within the target
64,vacc_stock_available_reactive,English,06. Vaccination,06 - VACC,1,10,0.100000,1.428571,0.142857,06. Vaccination,6.07 - The routine immunization coverage for PCV is within the target,0,no,,ODK Server,NIGER,National,NIGER,English,data,98,6.07 - The routine immunization coverage for PCV is within the target
65,vacc_comment,English,Comment,06 - VACC,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,Kenya,National,Kenya,English,data,100,Comment
65,vacc_comment,English,Comment,06 - VACC,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,NIGER,National,NIGER,English,data,100,Comment
65,vacc_comment,English,Comment,06 - VACC,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,100,Comment
65,vacc_comment,English,Comment,06 - VACC,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,MALI,National,MALI,English,data,100,Comment
65,vacc_comment,English,Comment,06 - VACC,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,100,Comment
65,vacc_comment,English,Comment,06 - VACC,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,NIGER,National,NIGER,English,data,100,Comment
68,follow_incorporated_sequelae,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan,0.5,in-process,,ODK Server,Kenya,National,Kenya,English,data,101,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan
68,follow_incorporated_sequelae,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan,1,yes,,ODK Server,NIGER,National,NIGER,English,data,101,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan
68,follow_incorporated_sequelae,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan,0.5,in-process,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,101,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan
68,follow_incorporated_sequelae,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan,0.5,in-process,,ODK Server,MALI,National,MALI,English,data,101,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan
68,follow_incorporated_sequelae,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,101,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan
68,follow_incorporated_sequelae,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan,0,no,,ODK Server,NIGER,National,NIGER,English,data,101,7.01 - The identification and follow up of meningitis sequelae is incorporated in the meningitis epidemic preparedness and response plan
69,follow_database_disabled_persons,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae,0,no,,ODK Server,Kenya,National,Kenya,English,data,103,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae
69,follow_database_disabled_persons,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae,0,no,,ODK Server,NIGER,National,NIGER,English,data,103,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae
69,follow_database_disabled_persons,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae,0,no,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,103,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae
69,follow_database_disabled_persons,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae,0,no,,ODK Server,MALI,National,MALI,English,data,103,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae
69,follow_database_disabled_persons,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,103,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae
69,follow_database_disabled_persons,English,07. Identification and follow up of meningitis sequelea,07 - FOLLOWUP,1,10,0.100000,2.000000,0.200000,07. Identification and follow up of meningitis sequelea,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae,0,no,,ODK Server,NIGER,National,NIGER,English,data,103,7.02 - The country has established a data base of disabled persons including those suffering from meningitis sequelae
